,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company
2330,Maruti Alto LXi,2009,78000.0,120000.0,Petrol,Individual,Manual,Second Owner,Maruti
2331,Maruti Alto LXi,2009,110000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti
2333,Maruti Alto LXi,2009,110000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti
2334,Maruti Alto LXi,2009,140000.0,100000.0,Petrol,Individual,Manual,First Owner,Maruti
2335,Maruti Alto LXi,2009,140000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti
2337,Maruti Alto LXi,2009,150000.0,90246.0,Petrol,Individual,Manual,Third Owner,Maruti
2338,Maruti Alto LXi,2009,150000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti
2339,Maruti Alto LXi,2009,150000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2340,Maruti Alto LXi,2009,151000.0,66764.0,Petrol,Dealer,Manual,Second Owner,Maruti
2341,Maruti Alto LXi,2010,120000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti
2342,Maruti Alto LXi,2010,140000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti
2343,Maruti Alto LXi,2010,160000.0,36000.0,Petrol,Individual,Manual,First Owner,Maruti
2344,Maruti Alto LXi,2011,135000.0,78000.0,Petrol,Individual,Manual,First Owner,Maruti
2345,Maruti Alto LXi,2011,150000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
2346,Maruti Alto LXi,2011,150000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti
2348,Maruti Alto LXi,2011,175000.0,60000.0,Petrol,Individual,Manual,Third Owner,Maruti
2349,Maruti Alto LXi,2011,200000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2350,Maruti Alto LXi,2011,225000.0,37091.0,Petrol,Individual,Manual,First Owner,Maruti
2351,Maruti Alto LXi,2012,150000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
2352,Maruti Alto LXi,2012,160000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti
2353,Maruti Alto LXi,2012,175000.0,80000.0,Petrol,Individual,Manual,Third Owner,Maruti
2354,Maruti Alto LXi,2012,180000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti
2355,Maruti Alto LXi,2012,180000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti
2356,Maruti Alto LXi BSII,2002,100000.0,80000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
2357,Maruti Alto LXi BSIII,2006,135000.0,90000.0,Petrol,Individual,Manual,Third Owner,Maruti
2358,Maruti Alto LXi BSIII,2008,91200.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti
2359,Maruti Alto LXi BSIII,2008,105000.0,30000.0,Petrol,Individual,Manual,Second Owner,Maruti
2360,Maruti Alto LXi BSIII,2008,125000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti
2361,Maruti Alto LXi BSIII,2008,125000.0,102000.0,Petrol,Dealer,Manual,First Owner,Maruti
2362,Maruti Alto LXi BSIII,2008,125000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
2363,Maruti Alto LXi BSIII,2008,130000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti
2364,Maruti Alto LXi BSIII,2008,180000.0,70000.0,Petrol,Individual,Manual,Third Owner,Maruti
2365,Maruti Alto LXi BSIII,2009,114999.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti
2366,Maruti Alto LXi BSIII,2009,130000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti
2367,Maruti Alto LXi BSIII,2010,150000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti
2368,Maruti Alto LXi BSIII,2010,190000.0,73350.0,Petrol,Dealer,Manual,First Owner,Maruti
2369,Maruti Alto LXi BSIII,2010,190000.0,52000.0,Petrol,Individual,Manual,Second Owner,Maruti
2370,Maruti Alto LXi BSIII,2010,210000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti
2371,Maruti Alto STD,2005,95000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti
2372,Maruti Alto STD,2008,80000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti
2373,Maruti Alto STD,2009,72000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
2374,Maruti Alto VXi,2002,120000.0,60000.0,Petrol,Individual,Manual,Third Owner,Maruti
2375,Maruti Alto VXi,2015,280000.0,26134.0,Petrol,Dealer,Manual,First Owner,Maruti
2376,Maruti A-Star AT VXI,2012,150000.0,70000.0,Petrol,Individual,Automatic,First Owner,Maruti
2377,Maruti A-Star Lxi,2008,120000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2378,Maruti A-Star Lxi,2009,145000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti
2379,Maruti A-Star Vxi,2009,110000.0,110000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
2380,Maruti A-Star Vxi,2009,120000.0,76000.0,Petrol,Individual,Manual,Second Owner,Maruti
2381,Maruti A-Star Vxi,2009,180000.0,46730.0,Petrol,Individual,Manual,First Owner,Maruti
2382,Maruti A-Star Vxi,2009,180000.0,70000.0,Petrol,Individual,Manual,Third Owner,Maruti
2383,Maruti A-Star Vxi,2010,130000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
2384,Maruti A-Star Vxi,2010,180000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2385,Maruti A-Star Vxi,2011,150000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
2386,Maruti Baleno Alpha,2019,700000.0,16000.0,Petrol,Individual,Manual,First Owner,Maruti
2388,Maruti Baleno Alpha 1.2,2015,550000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti
2389,Maruti Baleno Alpha 1.2,2017,619000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2390,Maruti Baleno Alpha 1.2,2017,625000.0,52000.0,Petrol,Dealer,Manual,First Owner,Maruti
2393,Maruti Baleno Alpha 1.2,2018,690000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2395,Maruti Baleno Alpha 1.2,2018,690000.0,11174.0,Petrol,Dealer,Manual,First Owner,Maruti
2396,Maruti Baleno Alpha 1.2,2019,556000.0,24000.0,Petrol,Individual,Manual,First Owner,Maruti
2398,Maruti Baleno Alpha 1.3,2016,575000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti
2399,Maruti Baleno Alpha 1.3,2016,610000.0,100000.0,Diesel,Individual,Manual,First Owner,Maruti
2401,Maruti Baleno Alpha 1.3,2016,675000.0,60000.0,Diesel,Individual,Manual,First Owner,Maruti
2402,Maruti Baleno Alpha 1.3,2016,770000.0,64672.0,Diesel,Trustmark Dealer,Manual,First Owner,Maruti
2404,Maruti Baleno Alpha 1.3,2017,650000.0,70000.0,Diesel,Individual,Manual,First Owner,Maruti
2405,Maruti Baleno Alpha 1.3,2017,800000.0,90000.0,Diesel,Individual,Manual,First Owner,Maruti
2406,Maruti Baleno Alpha 1.3,2017,835000.0,14000.0,Diesel,Dealer,Manual,First Owner,Maruti
2407,Maruti Baleno Alpha 1.3,2019,800000.0,30000.0,Diesel,Individual,Manual,First Owner,Maruti
2408,Maruti Baleno Alpha CVT,2018,825000.0,11212.0,Petrol,Trustmark Dealer,Automatic,First Owner,Maruti
2409,Maruti Baleno Delta 1.2,2017,509000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti
2410,Maruti Baleno Delta 1.2,2017,585000.0,43608.0,Petrol,Trustmark Dealer,Manual,First Owner,Maruti
2411,Maruti Baleno Delta 1.2,2018,550000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti
2412,Maruti Baleno Delta 1.2,2018,550000.0,8000.0,Petrol,Individual,Manual,First Owner,Maruti
2413,Maruti Baleno Delta 1.2,2018,600000.0,2000.0,Petrol,Individual,Manual,First Owner,Maruti
2414,Maruti Baleno Delta 1.2,2019,600000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti
2415,Maruti Baleno Delta 1.3,2017,650000.0,20000.0,Diesel,Individual,Manual,First Owner,Maruti
2416,Maruti Baleno Delta 1.3,2018,650000.0,15000.0,Diesel,Individual,Manual,First Owner,Maruti
2417,Maruti Baleno Delta Automatic,2018,520000.0,50000.0,Petrol,Individual,Automatic,First Owner,Maruti
2418,Maruti Baleno Delta Automatic,2018,550000.0,25000.0,Petrol,Individual,Automatic,First Owner,Maruti
2419,Maruti Baleno Delta Automatic,2018,600000.0,7600.0,Petrol,Individual,Automatic,First Owner,Maruti
2420,Maruti Baleno Delta Diesel,2015,511000.0,58000.0,Diesel,Dealer,Manual,First Owner,Maruti
2421,Maruti Baleno RS 1.0 Petrol,2018,550000.0,63000.0,Petrol,Individual,Manual,First Owner,Maruti
2422,Maruti Baleno Sigma 1.2,2015,500000.0,10000.0,Petrol,Individual,Manual,First Owner,Maruti
2424,Maruti Baleno Vxi,2006,80000.0,120000.0,Petrol,Individual,Manual,Third Owner,Maruti
2425,Maruti Baleno Vxi,2007,163000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti
2426,Maruti Baleno Zeta,2016,725000.0,49217.0,Petrol,Trustmark Dealer,Manual,First Owner,Maruti
2427,Maruti Baleno Zeta,2020,700000.0,1744.08,Petrol,Individual,Manual,First Owner,Maruti
2428,Maruti Baleno Zeta 1.2,2016,580000.0,15000.0,Petrol,Individual,Manual,First Owner,Maruti
2429,Maruti Baleno Zeta 1.2,2017,550000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti
2430,Maruti Baleno Zeta 1.2,2017,641000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti
2431,Maruti Baleno Zeta 1.2,2017,650000.0,49834.0,Petrol,Trustmark Dealer,Manual,First Owner,Maruti
2432,Maruti Baleno Zeta 1.2,2019,630000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2433,Maruti Baleno Zeta 1.2,2019,750000.0,11000.0,Petrol,Individual,Manual,First Owner,Maruti
2434,Maruti Baleno Zeta 1.3,2016,600000.0,72000.0,Diesel,Individual,Manual,First Owner,Maruti
2435,Maruti Baleno Zeta 1.3,2018,750000.0,70000.0,Diesel,Individual,Manual,First Owner,Maruti
2436,Maruti Baleno Zeta Automatic,2018,700000.0,26000.0,Petrol,Individual,Automatic,First Owner,Maruti
2437,Maruti Celerio Green VXI,2017,365000.0,78000.0,CNG,Individual,Manual,First Owner,Maruti
2440,Maruti Celerio LXI MT BSIV,2019,340000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
2443,Maruti Celerio VDi,2015,390000.0,70000.0,Diesel,Individual,Manual,Second Owner,Maruti
2444,Maruti Celerio VDi,2016,240000.0,90000.0,Diesel,Individual,Manual,Third Owner,Maruti
2445,Maruti Celerio VXI,2014,300000.0,82000.0,Petrol,Dealer,Manual,Second Owner,Maruti
2446,Maruti Celerio VXI,2015,220000.0,45000.0,Petrol,Individual,Manual,First Owner,Maruti
2447,Maruti Celerio VXI,2015,300000.0,35000.0,Petrol,Individual,Manual,First Owner,Maruti
2448,Maruti Celerio VXI,2015,300000.0,60000.0,Petrol,Individual,Manual,Third Owner,Maruti
2449,Maruti Celerio VXI,2016,340000.0,56000.0,Petrol,Dealer,Manual,First Owner,Maruti
2450,Maruti Celerio VXI,2016,380000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti
2451,Maruti Celerio VXI,2016,399000.0,20194.0,Petrol,Dealer,Manual,First Owner,Maruti
2452,Maruti Celerio VXI,2017,430000.0,93000.0,Petrol,Dealer,Manual,First Owner,Maruti
2453,Maruti Celerio VXI AMT BSIV,2016,450000.0,39415.0,Petrol,Trustmark Dealer,Automatic,Second Owner,Maruti
2455,Maruti Celerio VXI AT,2015,395000.0,30500.0,Petrol,Dealer,Automatic,Second Owner,Maruti
2456,Maruti Celerio VXI AT,2017,415000.0,32670.0,Petrol,Dealer,Automatic,First Owner,Maruti
2457,Maruti Celerio VXI AT,2017,450000.0,50000.0,Petrol,Individual,Automatic,First Owner,Maruti
2458,Maruti Celerio VXI Optional,2017,430999.0,14000.0,Petrol,Dealer,Manual,First Owner,Maruti
2459,Maruti Celerio X ZXI BSIV,2019,490000.0,13900.0,Petrol,Individual,Manual,First Owner,Maruti
2460,Maruti Celerio ZDi,2015,350000.0,120000.0,Diesel,Individual,Manual,First Owner,Maruti
2461,Maruti Celerio ZXI,2016,434999.0,21000.0,Petrol,Dealer,Manual,First Owner,Maruti
2462,Maruti Celerio ZXI,2017,409999.0,35000.0,Petrol,Individual,Manual,First Owner,Maruti
2463,Maruti Celerio ZXI,2017,415000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti
2464,Maruti Celerio ZXI,2017,420000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
2465,Maruti Celerio ZXI,2019,490000.0,20000.0,Petrol,Dealer,Manual,First Owner,Maruti
2466,Maruti Celerio ZXI AMT BSIV,2018,500000.0,10000.0,Petrol,Individual,Automatic,First Owner,Maruti
2467,Maruti Celerio ZXI AT,2017,509999.0,25000.0,Petrol,Individual,Automatic,First Owner,Maruti
2468,Maruti Celerio ZXI MT BSIV,2019,425000.0,3700.0,Petrol,Individual,Manual,First Owner,Maruti
2469,Maruti Celerio ZXI Optional AMT BSIV,2017,370000.0,82000.0,Petrol,Individual,Automatic,First Owner,Maruti
2470,Maruti Ciaz 1.3 Delta,2018,750000.0,60000.0,Diesel,Individual,Manual,First Owner,Maruti
2471,Maruti Ciaz 1.4 Alpha,2017,780000.0,31063.0,Petrol,Trustmark Dealer,Manual,First Owner,Maruti
2472,Maruti Ciaz 1.4 Alpha,2018,925000.0,22000.0,Petrol,Individual,Manual,First Owner,Maruti
2473,Maruti Ciaz 1.4 Alpha,2018,925000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti
2474,Maruti Ciaz 1.4 AT Zeta,2017,500000.0,40000.0,Petrol,Individual,Automatic,First Owner,Maruti
2477,Maruti Ciaz 1.4 AT Zeta,2019,869999.0,15000.0,Petrol,Dealer,Automatic,First Owner,Maruti
2478,Maruti Ciaz 1.4 Delta,2018,650000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
2480,Maruti Ciaz 1.4 Zeta,2017,680000.0,46000.0,Petrol,Individual,Manual,First Owner,Maruti
2481,Maruti Ciaz S 1.3,2018,850000.0,30000.0,Diesel,Individual,Manual,First Owner,Maruti
2482,Maruti Ciaz Sigma BSIV,2018,800000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti
2483,Maruti Ciaz VDi,2015,550000.0,90658.0,Diesel,Dealer,Manual,First Owner,Maruti
2484,Maruti Ciaz VDi Option SHVS,2015,565000.0,65000.0,Diesel,Dealer,Manual,First Owner,Maruti
2486,Maruti Ciaz VDi Plus,2015,525000.0,100000.0,Diesel,Individual,Manual,First Owner,Maruti
2487,Maruti Ciaz VDi Plus,2015,660000.0,97000.0,Diesel,Individual,Manual,Second Owner,Maruti
2488,Maruti Ciaz VDi Plus SHVS,2016,665000.0,51000.0,Diesel,Dealer,Manual,First Owner,Maruti
2489,Maruti Ciaz VDi Plus SHVS,2016,701000.0,79991.0,Diesel,Dealer,Manual,First Owner,Maruti
2490,Maruti Ciaz VDI SHVS,2016,675000.0,50900.0,Diesel,Dealer,Manual,First Owner,Maruti
2491,Maruti Ciaz VDI SHVS,2017,750000.0,55545.0,Diesel,Dealer,Manual,First Owner,Maruti
2492,Maruti Ciaz VXi,2014,700000.0,15000.0,Petrol,Individual,Manual,First Owner,Maruti
2493,Maruti Ciaz VXi,2015,550000.0,69782.0,Petrol,Dealer,Manual,First Owner,Maruti
2494,Maruti Ciaz VXi Plus,2015,585000.0,24000.0,Petrol,Dealer,Manual,First Owner,Maruti
2495,Maruti Ciaz ZDi,2014,550000.0,90000.0,Diesel,Dealer,Manual,Second Owner,Maruti
2496,Maruti Ciaz ZDi Plus,2016,640000.0,72787.0,Diesel,Trustmark Dealer,Manual,First Owner,Maruti
2497,Maruti Ciaz ZDi Plus,2017,751000.0,64000.0,Diesel,Dealer,Manual,First Owner,Maruti
2498,Maruti Ciaz ZDi Plus SHVS,2016,750000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti
2499,Maruti Ciaz ZDi Plus SHVS,2017,749000.0,51500.0,Diesel,Individual,Manual,Second Owner,Maruti
2500,Maruti Ciaz ZDi Plus SHVS,2017,750000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti
2501,Maruti Ciaz ZDi SHVS,2015,700000.0,77000.0,Diesel,Individual,Manual,First Owner,Maruti
2502,Maruti Ciaz ZDi SHVS,2016,685000.0,60000.0,Diesel,Individual,Manual,First Owner,Maruti
2503,Maruti Ciaz Zeta BSIV,2019,925000.0,11000.0,Petrol,Individual,Manual,First Owner,Maruti
2504,Maruti Ciaz ZXi,2015,800000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti
2505,Maruti Ciaz ZXi,2016,625000.0,30000.0,Petrol,Dealer,Manual,First Owner,Maruti
2507,Maruti Ciaz ZXi Plus,2015,675000.0,66000.0,Petrol,Individual,Manual,First Owner,Maruti
2508,Maruti Ciaz ZXi Plus,2016,750000.0,6000.0,Petrol,Dealer,Manual,First Owner,Maruti
2509,Maruti Eeco 5 Seater AC BSIV,2017,260000.0,30000.0,Petrol,Dealer,Manual,First Owner,Maruti
2511,Maruti Eeco 5 Seater AC BSIV,2017,350000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti
2512,Maruti Eeco 5 Seater AC BSIV,2017,425000.0,8352.0,Petrol,Dealer,Manual,First Owner,Maruti
2514,Maruti Eeco 5 Seater AC BSIV,2018,300000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti
2516,Maruti Eeco 5 Seater AC BSIV,2018,395000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti
2517,Maruti Eeco 5 Seater AC BSIV,2018,401000.0,10200.0,Petrol,Dealer,Manual,First Owner,Maruti
2518,Maruti Eeco 5 Seater Standard BSIV,2019,380000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti
2519,Maruti Eeco 5 STR With AC Plus HTR CNG,2010,170000.0,80000.0,CNG,Individual,Manual,Fourth & Above Owner,Maruti
2520,Maruti Eeco 5 STR With AC Plus HTR CNG,2012,160000.0,70000.0,CNG,Individual,Manual,Second Owner,Maruti
2521,Maruti Eeco 5 STR With AC Plus HTR CNG,2012,229999.0,75000.0,CNG,Dealer,Manual,First Owner,Maruti
2522,Maruti Eeco 5 STR With AC Plus HTR CNG,2017,440000.0,14100.0,CNG,Dealer,Manual,First Owner,Maruti
2523,Maruti Eeco 5 STR With AC Plus HTR CNG,2018,409999.0,45000.0,CNG,Individual,Manual,First Owner,Maruti
2524,Maruti Eeco 7 Seater Standard BSIV,2014,325000.0,39093.0,Petrol,Dealer,Manual,First Owner,Maruti
2525,Maruti Eeco 7 Seater Standard BSIV,2017,260000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti
2526,Maruti Eeco 7 Seater Standard BSIV,2017,350000.0,51000.0,Petrol,Dealer,Manual,First Owner,Maruti
2527,Maruti Eeco 7 Seater Standard BSIV,2017,390000.0,24000.0,Petrol,Individual,Manual,First Owner,Maruti
2528,Maruti Eeco 7 Seater Standard BSIV,2018,270000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti
2530,Maruti Eeco CNG 5 Seater AC BSIV,2019,470000.0,10000.0,CNG,Individual,Manual,First Owner,Maruti
2531,Maruti Eeco CNG 5 Seater AC BSIV,2019,470000.0,4000.0,CNG,Individual,Manual,First Owner,Maruti
2532,Maruti Eeco CNG 5 Seater AC BSIV,2020,495000.0,7000.0,CNG,Individual,Manual,First Owner,Maruti
2533,Maruti Eeco Smiles 5 Seater AC,2013,280000.0,76600.0,Petrol,Dealer,Manual,First Owner,Maruti
2534,Maruti Eeco Smiles 5 Seater AC,2014,325000.0,30000.0,Petrol,Dealer,Manual,First Owner,Maruti
2535,Maruti Eeco Smiles 5 Seater AC,2016,330000.0,72500.0,Petrol,Dealer,Manual,First Owner,Maruti
2536,Maruti Ertiga 1.5 VDI,2019,1000000.0,15000.0,Diesel,Individual,Manual,First Owner,Maruti
2537,Maruti Ertiga 1.5 VDI,2020,550000.0,90000.0,Diesel,Individual,Manual,First Owner,Maruti
2538,Maruti Ertiga BSIV VXI AT,2017,800000.0,30600.0,Petrol,Individual,Automatic,First Owner,Maruti
2539,Maruti Ertiga BSIV ZXI,2015,500000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti
2540,Maruti Ertiga SHVS LDI,2017,500000.0,40000.0,Diesel,Individual,Manual,First Owner,Maruti
2541,Maruti Ertiga SHVS LDI Option,2017,700000.0,120000.0,Diesel,Individual,Manual,First Owner,Maruti
2542,Maruti Ertiga SHVS VDI,2015,700000.0,55000.0,Diesel,Dealer,Manual,First Owner,Maruti
2543,Maruti Ertiga SHVS VDI,2016,550000.0,78000.0,Diesel,Individual,Manual,Third Owner,Maruti
2544,Maruti Ertiga SHVS VDI,2016,600000.0,80000.0,Diesel,Individual,Manual,First Owner,Maruti
2545,Maruti Ertiga SHVS VDI,2016,650000.0,60000.0,Diesel,Individual,Manual,First Owner,Maruti
2546,Maruti Ertiga SHVS VDI,2016,800000.0,70000.0,Diesel,Individual,Manual,Second Owner,Maruti
2548,Maruti Ertiga SHVS VDI,2017,720000.0,60000.0,Diesel,Individual,Manual,First Owner,Maruti
2549,Maruti Ertiga SHVS VDI,2017,785000.0,24000.0,Diesel,Individual,Manual,First Owner,Maruti
2550,Maruti Ertiga SHVS VDI,2017,890000.0,60000.0,Diesel,Individual,Manual,Second Owner,Maruti
2552,Maruti Ertiga SHVS ZDI,2016,450000.0,115962.0,Diesel,Individual,Manual,Second Owner,Maruti
2553,Maruti Ertiga SHVS ZDI,2016,825000.0,58000.0,Diesel,Dealer,Manual,First Owner,Maruti
2554,Maruti Ertiga SHVS ZDI,2017,880000.0,64000.0,Diesel,Dealer,Manual,First Owner,Maruti
2557,Maruti Ertiga SHVS ZDI Plus,2016,760000.0,49000.0,Diesel,Individual,Manual,First Owner,Maruti
2558,Maruti Ertiga SHVS ZDI Plus,2017,940000.0,35000.0,Diesel,Dealer,Manual,First Owner,Maruti
2559,Maruti Ertiga SHVS ZDI Plus,2017,1000000.0,60000.0,Diesel,Individual,Manual,Second Owner,Maruti
2560,Maruti Ertiga SHVS ZDI Plus,2017,1000000.0,40000.0,Diesel,Individual,Manual,First Owner,Maruti
2562,Maruti Ertiga SHVS ZDI Plus,2018,980000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti
2563,Maruti Ertiga VDI,2012,550000.0,120000.0,Diesel,Individual,Manual,Third Owner,Maruti
2564,Maruti Ertiga VDI,2012,600000.0,120000.0,Diesel,Individual,Manual,Third Owner,Maruti
2565,Maruti Ertiga VDI,2012,700000.0,110000.0,Diesel,Individual,Manual,Second Owner,Maruti
2566,Maruti Ertiga VDI,2013,250999.0,80000.0,Diesel,Individual,Manual,First Owner,Maruti
2568,Maruti Ertiga VDI,2013,400000.0,110000.0,Diesel,Individual,Manual,First Owner,Maruti
2569,Maruti Ertiga VDI,2014,480000.0,110000.0,Diesel,Individual,Manual,Second Owner,Maruti
2570,Maruti Ertiga VDI,2014,500000.0,120000.0,Diesel,Individual,Manual,Second Owner,Maruti
2571,Maruti Ertiga VDI,2014,500000.0,100000.0,Diesel,Individual,Manual,Second Owner,Maruti
2572,Maruti Ertiga VDI,2015,600000.0,60000.0,Diesel,Individual,Manual,Second Owner,Maruti
2573,Maruti Ertiga VDI,2015,763000.0,64441.0,Diesel,Dealer,Manual,First Owner,Maruti
2574,Maruti Ertiga VDI,2019,925000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti
2575,Maruti Ertiga VDI Limited Edition,2014,535000.0,80000.0,Diesel,Individual,Manual,Second Owner,Maruti
2576,Maruti Ertiga VXI,2014,500000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti
2577,Maruti Ertiga VXI,2014,500000.0,35000.0,Petrol,Individual,Manual,First Owner,Maruti
2578,Maruti Ertiga VXI,2014,600000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti
2579,Maruti Ertiga VXI,2015,625000.0,11918.0,Petrol,Trustmark Dealer,Manual,First Owner,Maruti
2590,Maruti Ertiga VXI ABS,2013,350000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2591,Maruti Ertiga VXI CNG,2013,525000.0,56228.0,CNG,Dealer,Manual,First Owner,Maruti
2592,Maruti Ertiga VXI CNG,2014,595000.0,56600.0,CNG,Dealer,Manual,First Owner,Maruti
